date,season,year,total,oni
2021-06-15T00:00:00,MJJ,2021,27.31,-0.31
2021-07-15T00:00:00,JJA,2021,26.95,-0.35
2021-08-15T00:00:00,JAS,2021,26.49,-0.46
2021-09-15T00:00:00,ASO,2021,26.13,-0.64
2021-10-15T00:00:00,SON,2021,25.94,-0.77
2021-11-15T00:00:00,OND,2021,25.74,-0.91
2021-12-15T00:00:00,NDJ,2021,25.73,-0.83
2022-01-15T00:00:00,DJF,2022,25.79,-0.76
2022-02-15T00:00:00,JFM,2022,26.09,-0.68
2022-03-15T00:00:00,FMA,2022,26.46,-0.77
2022-04-15T00:00:00,MAM,2022,26.77,-0.86
2022-05-15T00:00:00,AMJ,2022,26.96,-0.83
2022-06-15T00:00:00,MJJ,2022,26.9,-0.73
2022-07-15T00:00:00,JJA,2022,26.59,-0.7
2022-08-15T00:00:00,JAS,2022,26.18,-0.78
2022-09-15T00:00:00,ASO,2022,25.89,-0.87
2022-10-15T00:00:00,SON,2022,25.82,-0.89
2022-11-15T00:00:00,OND,2022,25.83,-0.82
2022-12-15T00:00:00,NDJ,2022,25.86,-0.7
2023-01-15T00:00:00,DJF,2023,26,-0.55
2023-02-15T00:00:00,JFM,2023,26.45,-0.33
2023-03-15T00:00:00,FMA,2023,27.12,-0.11
2023-04-15T00:00:00,MAM,2023,27.82,0.19
2023-05-15T00:00:00,AMJ,2023,28.25,0.46
2023-06-15T00:00:00,MJJ,2023,28.36,0.73
2023-07-15T00:00:00,JJA,2023,28.29,1
2023-08-15T00:00:00,JAS,2023,28.21,1.25
2023-09-15T00:00:00,ASO,2023,28.26,1.5
2023-10-15T00:00:00,SON,2023,28.45,1.74
2023-11-15T00:00:00,OND,2023,28.55,1.9
2023-12-15T00:00:00,NDJ,2023,28.55,1.99
2024-01-15T00:00:00,DJF,2024,28.38,1.84
2024-02-15T00:00:00,JFM,2024,28.3,1.53
2024-03-15T00:00:00,FMA,2024,28.4,1.18
2024-04-15T00:00:00,MAM,2024,28.4,0.77
2024-05-15T00:00:00,AMJ,2024,28.23,0.43
2024-06-15T00:00:00,MJJ,2024,27.8,0.18
2024-07-15T00:00:00,JJA,2024,27.35,0.06
2024-08-15T00:00:00,JAS,2024,26.92,-0.04
2024-09-15T00:00:00,ASO,2024,26.64,-0.12
2024-10-15T00:00:00,SON,2024,26.52,-0.19
2024-11-15T00:00:00,OND,2024,26.35,-0.29
2024-12-15T00:00:00,NDJ,2024,26.13,-0.43
2025-01-15T00:00:00,DJF,2025,26.09,-0.46
2025-02-15T00:00:00,JFM,2025,26.56,-0.22
2025-03-15T00:00:00,FMA,2025,27.15,-0.08
2025-04-15T00:00:00,MAM,2025,27.65,0.02
2025-05-15T00:00:00,AMJ,2025,27.76,-0.04
2025-06-15T00:00:00,MJJ,2025,27.61,-0.02
2025-07-15T00:00:00,JJA,2025,27.18,-0.11
2025-08-15T00:00:00,JAS,2025,26.7,-0.26
2025-09-15T00:00:00,ASO,2025,26.33,-0.43
2025-10-15T00:00:00,SON,2025,26.14,-0.57
2025-11-15T00:00:00,OND,2025,26.04,-0.61
2025-12-15T00:00:00,NDJ,2025,25.96,-0.6
2026-01-15T00:00:00,DJF,2026,26.15,-0.39
2026-02-15T00:00:00,JFM,2026,26.57,-0.21
2026-03-15T00:00:00,FMA,2026,27.34,0.11
2026-04-15T00:00:00,MAM,2026,28.09,0.46
2026-05-15T00:00:00,AMJ,2026,28.74,0.95
2026-06-15T00:00:00,MJJ,2026,29.02,1.39
2026-07-15T00:00:00,JJA,2026,29.09,1.8
